event_id,timestamp,district_id,emergency_type,severity_level,response_time_minutes,ambulance_required,hospital_transport_required,weather_related_flag,traffic_related_flag,outcome,hour_timestamp,traffic_volume,average_speed_kmh,congestion_index,rush_hour_flag,weekend_flag,weather_impact_score,special_event_impact,temperature_c,feels_like_c,humidity_percent,rainfall_mm,wind_speed_kmh,cloud_cover_percent,weather_condition,heatwave_flag,heavy_rain_flag,storm_flag,district_name,district_type,area_km2,population,commercial_activity_index,industrial_activity_index,green_space_percent,road_capacity_index,public_transport_access_index,base_electricity_demand_mwh,temp_offset_c,wind_multiplier,population_density,grid_capacity_mwh,city_event_active,city_event_expected_attendance,severity_score,type_Infrastructure Failure,type_Medical Emergency,type_Public Safety Incident,type_Traffic Accident,type_Weather Emergency,zoning_Industrial,zoning_Mixed,zoning_Public Services,zoning_Recreation,zoning_Residential,zoning_Transport,year,split_set,dispatch_hour,dispatch_dayofweek,dispatch_month,is_weekend_calc,is_rush_hour_calc,speed_to_capacity_ratio,congestion_burden,volume_to_speed_ratio,weather_stress_index,temperature_extremity,commercial_industrial_intensity,green_space_deficit,transit_dependency_ratio,medical_escalation_risk
EMG_000016,2023-01-02 07:23:00,D11,Traffic Accident,Low,36.51212173312393,1,0,0,1,Resolved On-Site,2023-01-02 07:00:00,3938.0,8.163255083150002,120.0,1.0,0.0,1.0,0.0,7.070139649760833,6.5604247190651535,66.30321382995496,0.0,5.937913161284362,31.03300550353795,Partly Cloudy,0,0,0,Old Town,Mixed,4.0,60000,75,5,12,30,80,150,1.2,0.5,15000.0,218.2719185360926,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2023,train,7,0,1,0,1,0.2721084120688627,131.2666229111257,429.75994493937577,0.015198597784928228,14.929860350239167,80,88.0,2.666665777778074,0
EMG_000011,2023-01-02 07:30:00,D10,Traffic Accident,High,13.05572198140774,1,1,0,1,Transported to Hospital,2023-01-02 07:00:00,2630.0,46.75744193287832,31.064528897383425,1.0,0.0,1.0,0.0,5.486833016660992,7.319673183922932,71.08451087290358,0.0,13.910243281307604,40.53508779785791,Partly Cloudy,0,0,0,Airport District,Transport,25.0,5000,70,60,10,100,90,600,1.0,1.4,200.0,976.2108866694068,0,0,3,0,0,0,1,0,0,0,0,0,0,1,2023,train,7,0,1,0,1,0.46757437257134593,26.299997370000263,55.069951269508685,0.035604460183342505,16.51316698333901,130,90.0,0.899999910000009,1
EMG_000014,2023-01-02 07:39:00,D11,Traffic Accident,Low,33.351511416640584,1,0,0,1,Resolved On-Site,2023-01-02 07:00:00,3938.0,8.163255083150002,120.0,1.0,0.0,1.0,0.0,7.070139649760833,6.5604247190651535,66.30321382995496,0.0,5.937913161284362,31.03300550353795,Partly Cloudy,0,0,0,Old Town,Mixed,4.0,60000,75,5,12,30,80,150,1.2,0.5,15000.0,218.2719185360926,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2023,train,7,0,1,0,1,0.2721084120688627,131.2666229111257,429.75994493937577,0.015198597784928228,14.929860350239167,80,88.0,2.666665777778074,0
EMG_000015,2023-01-02 07:48:00,D11,Public Safety Incident,High,30.95978300190384,0,0,0,0,Resolved On-Site,2023-01-02 07:00:00,3938.0,8.163255083150002,120.0,1.0,0.0,1.0,0.0,7.070139649760833,6.5604247190651535,66.30321382995496,0.0,5.937913161284362,31.03300550353795,Partly Cloudy,0,0,0,Old Town,Mixed,4.0,60000,75,5,12,30,80,150,1.2,0.5,15000.0,218.2719185360926,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2023,train,7,0,1,0,1,0.2721084120688627,131.2666229111257,429.75994493937577,0.015198597784928228,14.929860350239167,80,88.0,2.666665777778074,0
EMG_000012,2023-01-02 07:57:00,D10,Medical Emergency,Medium,19.116218588592176,1,0,0,0,Transported to Hospital,2023-01-02 07:00:00,2630.0,46.75744193287832,31.064528897383425,1.0,0.0,1.0,0.0,5.486833016660992,7.319673183922932,71.08451087290358,0.0,13.910243281307604,40.53508779785791,Partly Cloudy,0,0,0,Airport District,Transport,25.0,5000,70,60,10,100,90,600,1.0,1.4,200.0,976.2108866694068,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2023,train,7,0,1,0,1,0.46757437257134593,26.299997370000263,55.069951269508685,0.035604460183342505,16.51316698333901,130,90.0,0.899999910000009,0
EMG_000017,2023-01-02 10:21:00,D06,Medical Emergency,Medium,16.803782136685857,1,0,0,0,Transported to Hospital,2023-01-02 10:00:00,1533.0,47.050712786467,31.59746138914393,0.0,0.0,1.0,0.0,5.77839031618716,5.679662417752757,42.97660467717369,0.0,6.322917788160098,60.618018708920246,Partly Cloudy,0,0,0,East Residential,Residential,10.0,140000,25,15,20,55,60,200,0.2,1.0,14000.0,297.7997260168101,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2023,train,10,0,1,0,0,0.8554673496689728,27.872722204959597,31.903793119833885,0.016184050133300903,16.22160968381284,40,80.0,1.0909088925620194,0
EMG_000018,2023-01-02 11:57:00,D01,Traffic Accident,Low,23.41347567403945,1,0,0,1,Resolved On-Site,2023-01-02 11:00:00,2858.0,42.09243808333653,41.9116151039706,0.0,0.0,1.0,0.0,8.222200665281141,10.160856006906602,56.5718855231617,0.0,4.533803069497655,14.664918121335774,Clear,0,0,0,Downtown,Commercial,5.2,120000,95,10,5,80,95,400,1.5,0.7,23076.923076923074,617.4540118847362,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,train,11,0,1,0,0,0.5261554102722803,35.72499553437556,66.32254119557844,0.01160465763269318,13.777799334718859,105,95.0,1.1874998515625186,0
EMG_000021,2023-01-02 12:29:00,D09,Medical Emergency,Low,20.596793448025903,1,0,0,0,Transported to Hospital,2023-01-02 12:00:00,1860.0,43.11342146860535,45.05669295193134,0.0,0.0,1.0,0.0,7.8817712188343325,7.462360968147639,44.583428752958255,0.0,17.682301511555284,25.51116257101511,Clear,0,0,0,University District,Mixed,7.5,85000,60,0,35,50,80,180,-0.3,1.0,11333.333333333334,288.0501755284444,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2023,train,12,0,1,0,0,0.8622682569184557,37.19999256000148,42.16403847350007,0.045259366596703106,14.118228781165667,60,65.0,1.599999680000064,0
EMG_000019,2023-01-02 12:39:00,D09,Traffic Accident,Low,27.141376869378348,1,0,0,1,Resolved On-Site,2023-01-02 12:00:00,1860.0,43.11342146860535,45.05669295193134,0.0,0.0,1.0,0.0,7.8817712188343325,7.462360968147639,44.583428752958255,0.0,17.682301511555284,25.51116257101511,Clear,0,0,0,University District,Mixed,7.5,85000,60,0,35,50,80,180,-0.3,1.0,11333.333333333334,288.0501755284444,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2023,train,12,0,1,0,0,0.8622682569184557,37.19999256000148,42.16403847350007,0.045259366596703106,14.118228781165667,60,65.0,1.599999680000064,0
EMG_000022,2023-01-02 12:43:00,D20,Medical Emergency,Critical,9.979079944031024,1,1,0,0,Transported to Hospital,2023-01-02 12:00:00,1301.0,47.32712705291541,29.10129120673927,0.0,0.0,1.0,0.0,8.79237291871843,8.766727917645447,74.53852613514513,0.0,20.47713919721717,33.56658856575331,Partly Cloudy,0,0,0,Suburban District,Residential,22.0,110000,15,10,60,55,30,190,-0.5,1.1,5000.0,289.333384159407,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2023,train,12,0,1,0,0,0.8604930626906323,23.654541153719787,26.920698153140375,0.052412993250506655,13.20762708128157,25,40.0,0.5454544462810097,1
EMG_000020,2023-01-02 12:55:00,D09,Medical Emergency,Low,24.979434348981428,1,0,0,0,Transported to Hospital,2023-01-02 12:00:00,1860.0,43.11342146860535,45.05669295193134,0.0,0.0,1.0,0.0,7.8817712188343325,7.462360968147639,44.583428752958255,0.0,17.682301511555284,25.51116257101511,Clear,0,0,0,University District,Mixed,7.5,85000,60,0,35,50,80,180,-0.3,1.0,11333.333333333334,288.0501755284444,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2023,train,12,0,1,0,0,0.8622682569184557,37.19999256000148,42.16403847350007,0.045259366596703106,14.118228781165667,60,65.0,1.599999680000064,0
EMG_000023,2023-01-02 14:27:00,D17,Public Safety Incident,Medium,21.072817118767183,0,0,0,0,Transported to Hospital,2023-01-02 14:00:00,2020.0,46.649446766525486,32.02227551400516,0.0,0.0,1.0,0.0,9.091770254771626,9.17030887842246,59.12495054282378,0.0,9.551196341907117,55.06665865471348,Partly Cloudy,0,0,0,Business Park,Commercial,6.5,18000,85,15,20,80,70,380,0.5,0.9,2769.230769230769,579.9030130811561,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2023,train,14,0,1,0,0,0.5831180116918171,25.249996843750395,42.392937107909574,0.024447105847220773,12.908229745228374,100,80.0,0.8749998906250136,0
EMG_000024,2023-01-02 15:28:00,D18,Medical Emergency,Low,21.884438741798057,1,0,0,0,Resolved On-Site,2023-01-02 15:00:00,1700.0,42.77995998732475,37.52002364092491,0.0,0.0,1.0,0.0,6.61957792314684,5.409458245748432,47.761034427384665,0.0,11.107284096310002,43.08251282416784,Partly Cloudy,0,0,0,Riverside,Mixed,5.5,75000,55,20,30,60,75,180,-0.8,1.3,13636.363636363636,284.61403942345066,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2023,train,15,0,1,0,0,0.7129992142888768,28.333328611111895,38.830551706584174,0.028430045855744924,15.38042207685316,75,70.0,1.2499997916667014,0
EMG_000025,2023-01-02 15:50:00,D18,Medical Emergency,Low,20.018331291602184,1,0,0,0,Transported to Hospital,2023-01-02 15:00:00,1700.0,42.77995998732475,37.52002364092491,0.0,0.0,1.0,0.0,6.61957792314684,5.409458245748432,47.761034427384665,0.0,11.107284096310002,43.08251282416784,Partly Cloudy,0,0,0,Riverside,Mixed,5.5,75000,55,20,30,60,75,180,-0.8,1.3,13636.363636363636,284.61403942345066,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2023,train,15,0,1,0,0,0.7129992142888768,28.333328611111895,38.830551706584174,0.028430045855744924,15.38042207685316,75,70.0,1.2499997916667014,0
EMG_000026,2023-01-02 22:15:00,D06,Traffic Accident,Low,23.044992117005776,1,0,0,1,Resolved On-Site,2023-01-02 22:00:00,1579.0,42.126464423498845,38.00653712871032,0.0,0.0,1.0,0.0,0.1607938896908121,1.5306558645373365,25.39177003766079,0.0,6.644595203436074,14.023292460853474,Clear,0,0,0,East Residential,Residential,10.0,140000,25,15,20,55,60,200,0.2,1.0,14000.0,297.7997260168101,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2023,train,22,0,1,0,0,0.765935577529874,28.709085689257147,36.61324945384651,0.01700741105463465,21.83920611030919,40,80.0,1.0909088925620194,0
EMG_000027,2023-01-02 23:10:00,D12,Medical Emergency,Low,15.90515552228462,1,0,0,0,Transported to Hospital,2023-01-02 23:00:00,231.0,58.667990803843246,5.304084896069671,0.0,0.0,1.0,0.0,-1.3596007625976658,-0.2555043422824457,45.16970500785745,0.0,11.269663579520453,29.17690260101607,Clear,0,0,0,Harbor District,Industrial,18.0,12000,50,95,5,75,50,700,-0.5,1.5,666.6666666666666,1184.734224128349,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2023,train,23,0,1,0,0,0.7822397730859402,3.079999589333388,3.8714224643394757,0.028845670063577956,23.359600762597665,145,95.0,0.6666665777777896,0
EMG_000028,2023-01-03 01:53:00,D05,Medical Emergency,Medium,13.74898723357364,1,0,0,0,Resolved On-Site,2023-01-03 01:00:00,365.0,57.34561742585935,9.635115333394143,0.0,0.0,1.0,0.0,-1.1762286566603364,-0.6258922014666933,59.64353549586844,0.0,7.924296429038771,35.796606184784935,Partly Cloudy,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2023,train,1,1,1,0,0,0.8822401323608927,5.615383751479422,6.255825477617251,0.020282916048481366,23.176228656660335,45,75.0,1.076922911242629,0
EMG_000029,2023-01-03 09:22:00,D03,Infrastructure Failure,Medium,15.276390042792205,0,0,0,0,Transported to Hospital,2023-01-03 09:00:00,1326.0,49.92002672982279,25.146694424530104,1.0,0.0,1.0,0.0,10.084498885346706,10.167191301456771,53.429032038497056,0.0,5.956195674635332,26.021805862029748,Clear,0,0,0,Industrial Zone,Industrial,15.0,15000,30,100,2,70,40,800,2.0,0.9,1000.0,1306.398788362281,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2023,train,9,1,1,0,1,0.7131431371198773,18.94285443673508,26.040834719817415,0.015245393445183195,11.915501114653294,130,98.0,0.57142848979593,0
EMG_000030,2023-01-03 09:48:00,D08,Traffic Accident,Medium,21.23685771474575,1,0,0,1,Transported to Hospital,2023-01-03 09:00:00,3618.0,38.41005929910058,50.40210444922604,1.0,0.0,1.0,0.0,7.6277309319630495,8.987210788389465,44.35853961004048,0.0,5.328171659887869,45.16845251404484,Partly Cloudy,0,0,0,Tech Park,Commercial,6.0,25000,85,20,15,90,85,450,0.8,0.8,4166.666666666667,749.9448163996802,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2023,train,9,1,1,0,1,0.4267783892368521,40.199995533333826,91.80397249700586,0.013637912139855731,14.37226906803695,105,85.0,0.9444443395061844,0
EMG_000031,2023-01-03 09:53:00,D08,Traffic Accident,Low,22.412445097992794,1,0,0,1,Transported to Hospital,2023-01-03 09:00:00,3618.0,38.41005929910058,50.40210444922604,1.0,0.0,1.0,0.0,7.6277309319630495,8.987210788389465,44.35853961004048,0.0,5.328171659887869,45.16845251404484,Partly Cloudy,0,0,0,Tech Park,Commercial,6.0,25000,85,20,15,90,85,450,0.8,0.8,4166.666666666667,749.9448163996802,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,train,9,1,1,0,1,0.4267783892368521,40.199995533333826,91.80397249700586,0.013637912139855731,14.37226906803695,105,85.0,0.9444443395061844,0
EMG_000033,2023-01-03 10:00:00,D09,Traffic Accident,Medium,18.34601603558021,1,0,0,1,Resolved On-Site,2023-01-03 10:00:00,2036.0,33.73263071076567,52.10728290253806,0.0,0.0,1.0,0.0,4.357804008168396,4.057902495521599,37.81616917905812,0.0,6.488603819062672,14.928484126576034,Clear,0,0,0,University District,Mixed,7.5,85000,60,0,35,50,80,180,-0.3,1.0,11333.333333333334,288.0501755284444,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2023,train,10,1,1,0,0,0.6746524792848175,40.71999185600163,58.619228038172324,0.016608137733417426,17.642195991831603,60,65.0,1.599999680000064,0
EMG_000032,2023-01-03 10:54:00,D01,Fire,Medium,21.25152291238389,0,0,0,0,Transported to Hospital,2023-01-03 10:00:00,3202.0,35.520108428436814,49.389454046488815,0.0,0.0,1.0,0.0,7.520549415373028,8.125054339310742,38.04199885586053,0.0,5.280998931431983,0.0,Clear,0,0,0,Downtown,Commercial,5.2,120000,95,10,5,80,95,400,1.5,0.7,23076.923076923074,617.4540118847362,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,train,10,1,1,0,0,0.4440012998552977,40.02499499687563,87.67772434943608,0.013517169497323794,14.47945058462697,105,95.0,1.1874998515625186,0
EMG_000035,2023-01-04 09:06:00,D05,Traffic Accident,Low,27.59136537928132,1,0,0,1,Resolved On-Site,2023-01-04 09:00:00,3809.0,28.55010787197309,75.85882931735074,1.0,0.0,1.0,0.0,7.73166433334934,11.011464036768992,54.49624972981388,0.0,14.979046858822846,39.10057338397482,Partly Cloudy,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2023,train,9,2,1,0,1,0.43923236122537657,58.59999098461677,128.89969865770473,0.03834015456696211,14.26833566665066,45,75.0,1.076922911242629,0
EMG_000034,2023-01-04 09:07:00,D05,Traffic Accident,Medium,22.701802750264843,1,0,0,1,Transported to Hospital,2023-01-04 09:00:00,3809.0,28.55010787197309,75.85882931735074,1.0,0.0,1.0,0.0,7.73166433334934,11.011464036768992,54.49624972981388,0.0,14.979046858822846,39.10057338397482,Partly Cloudy,0,0,0,South Residential,Residential,14.0,160000,35,10,25,65,70,230,0.0,1.0,11428.57142857143,342.4710718254401,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2023,train,9,2,1,0,1,0.43923236122537657,58.59999098461677,128.89969865770473,0.03834015456696211,14.26833566665066,45,75.0,1.076922911242629,0
EMG_000036,2023-01-04 11:12:00,D01,Public Safety Incident,Critical,15.29581782667564,0,0,0,0,Resolved On-Site,2023-01-04 11:00:00,2992.0,37.03218994804231,47.869944487543336,0.0,0.0,1.0,0.0,9.444348450253116,9.236687957972336,83.42993257518667,0.2602577335955263,4.600569502292071,100.0,Rain,0,0,0,Downtown,Commercial,5.2,120000,95,10,5,80,95,400,1.5,0.7,23076.923076923074,617.4540118847362,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2023,train,11,2,1,0,0,0.4629023164877393,37.39999532500058,78.67020027212533,0.014621888036221956,12.555651549746884,105,95.0,1.1874998515625186,0
EMG_000037,2023-01-04 11:35:00,D18,Infrastructure Failure,Low,20.952317445075664,0,0,0,0,Resolved On-Site,2023-01-04 11:00:00,1672.0,44.08493498958639,35.70229274250709,0.0,0.0,1.0,0.0,4.753535784457908,4.995069455312956,80.59694165947693,0.2506105977343,4.651661600914161,100.0,Rain,0,0,0,Riverside,Mixed,5.5,75000,55,20,30,60,75,180,-0.8,1.3,13636.363636363636,284.61403942345066,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2023,train,11,2,1,0,0,0.7347487940349741,27.866662022222997,37.08555863252758,0.014647155729717497,17.24646421554209,75,70.0,1.2499997916667014,0
EMG_000038,2023-01-04 12:51:00,D09,Medical Emergency,Low,21.58404731746401,1,0,0,0,Resolved On-Site,2023-01-04 12:00:00,1757.0,42.37742044717224,41.29032201323545,0.0,0.0,1.0,0.0,8.54240095922962,8.493679035678287,43.9021647904793,0.0,11.944059166503402,31.177513769208115,Partly Cloudy,0,0,0,University District,Mixed,7.5,85000,60,0,35,50,80,180,-0.3,1.0,11333.333333333334,288.0501755284444,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2023,train,12,2,1,0,0,0.8475482394337969,35.1399929720014,40.5049443209696,0.030571843383409295,13.45759904077038,60,65.0,1.599999680000064,0
EMG_000039,2023-01-04 17:29:00,D11,Medical Emergency,High,31.444389754383227,1,1,0,0,Resolved On-Site,2023-01-04 17:00:00,3581.0,7.33805623031308,120.0,1.0,0.0,1.0,0.0,5.637552226105997,6.4961618379286445,57.68076654340304,0.0,3.040517011153274,18.948603723603625,Clear,0,0,0,Old Town,Mixed,4.0,60000,75,5,12,30,80,150,1.2,0.5,15000.0,218.2719185360926,0,0,3,0,1,0,0,0,0,1,0,0,0,0,2023,train,17,2,1,0,1,0.24460179280983838,119.36662687779105,429.4765951543049,0.007782463949128426,16.362447773894004,80,88.0,2.666665777778074,1
EMG_000040,2023-01-04 18:58:00,D16,Traffic Accident,Medium,20.54679944031968,1,0,0,1,Transported to Hospital,2023-01-04 18:00:00,2633.0,40.10292392356404,43.7334246047788,1.0,0.0,1.0,0.0,2.0023944513010754,2.2461366241762595,59.119495791137474,0.0,6.26922314965242,38.248735307960345,Partly Cloudy,0,0,0,Stadium District,Recreation,5.0,10000,65,5,25,85,75,200,0.2,1.0,2000.0,299.17022549267165,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2023,train,18,2,1,0,1,0.4717990494773358,30.976466943945063,64.05870309607143,0.01604661410287758,19.997605548698925,70,75.0,0.8823528373702544,0
